,recall_LR_TN,recall_LR_TP,accuracy_LR,recall_DT_TN,recall_DT_TP,accuracy_DT,recall_NB_TN,recall_NB_TP,accuracy_NB
0,0.9798348275764014,0.29059350503919373,0.8924959292198646,0.9798348275764014,0.29059350503919373,0.8924959292198646,0.8398201221122247,0.5798432250839866,0.8068765143479479
