,country,year,type,TN,TP,accuracy
147,AT,2012,DT,0.9439252336448598,0.22448979591836735,0.9071465832029212
143,AT,2012,LDA,1.0,0.0,0.9488784559207094
148,AT,2012,LDA,1.0,0.0,0.9488784559207094
141,AT,2012,LR,1.0,0.0,0.9488784559207094
146,AT,2012,LR,1.0,0.0,0.9488784559207094
140,AT,2012,LR - Youden's J,1.0,0.0,0.9488784559207094
145,AT,2012,LR - Youden's J,1.0,0.0,0.9488784559207094
144,AT,2012,NB,1.0,0.0,0.4009737436967484
149,AT,2012,NB,1.0,0.0,0.4009737436967484
152,AT,2013,DT,0.9416951592585928,0.21453287197231835,0.9057475196715703
