,country,year,type,TN,TP,accuracy
805,CH,2015,LR - Youden's J,1.0,0.0,0.9290322580645162
804,CH,2015,NB,1.0,0.0,0.45645161290322583
809,CH,2015,NB,1.0,0.0,0.45645161290322583
812,CH,2016,DT,1.0,0.0,0.92886345053148
817,CH,2016,DT,1.0,0.0,0.92886345053148
813,CH,2016,LDA,1.0,0.0,0.92886345053148
818,CH,2016,LDA,1.0,0.0,0.92886345053148
811,CH,2016,LR,1.0,0.0,0.92886345053148
816,CH,2016,LR,1.0,0.0,0.92886345053148
810,CH,2016,LR - Youden's J,1.0,0.0,0.92886345053148
815,CH,2016,LR - Youden's J,1.0,0.0,0.92886345053148
814,CH,2016,NB,1.0,0.0,0.4423548650858545
819,CH,2016,NB,1.0,0.0,0.4423548650858545
822,CH,2017,DT,1.0,0.0,0.9327768014059754
827,CH,2017,DT,1.0,0.0,0.9327768014059754
823,CH,2017,LDA,1.0,0.0,0.9327768014059754
828,CH,2017,LDA,1.0,0.0,0.9327768014059754
821,CH,2017,LR,1.0,0.0,0.9327768014059754
826,CH,2017,LR,1.0,0.0,0.9327768014059754
820,CH,2017,LR - Youden's J,1.0,0.0,0.9327768014059754
825,CH,2017,LR - Youden's J,1.0,0.0,0.9327768014059754
824,CH,2017,NB,1.0,0.0,0.43014059753954303
829,CH,2017,NB,1.0,0.0,0.43014059753954303
832,CH,2018,DT,1.0,0.0,0.9375269280482551
837,CH,2018,DT,1.0,0.0,0.9375269280482551
833,CH,2018,LDA,1.0,0.0,0.9375269280482551
838,CH,2018,LDA,1.0,0.0,0.9375269280482551
831,CH,2018,LR,1.0,0.0,0.9375269280482551
836,CH,2018,LR,1.0,0.0,0.9375269280482551
830,CH,2018,LR - Youden's J,1.0,0.0,0.9375269280482551
835,CH,2018,LR - Youden's J,1.0,0.0,0.9375269280482551
834,CH,2018,NB,1.0,0.0,0.41619991383024557
839,CH,2018,NB,1.0,0.0,0.41619991383024557
842,CH,2019,DT,1.0,0.0,0.9410245372363323
847,CH,2019,DT,1.0,0.0,0.9410245372363323
843,CH,2019,LDA,1.0,0.0,0.9410245372363323
848,CH,2019,LDA,1.0,0.0,0.9410245372363323
841,CH,2019,LR,1.0,0.0,0.9410245372363323
846,CH,2019,LR,1.0,0.0,0.9410245372363323
840,CH,2019,LR - Youden's J,1.0,0.0,0.9410245372363323
845,CH,2019,LR - Youden's J,1.0,0.0,0.9410245372363323
844,CH,2019,NB,1.0,0.0,0.44468359879466207
849,CH,2019,NB,1.0,0.0,0.44468359879466207
852,CY,1999,DT,0.6260869565217392,0.2692307692307692,0.58984375
857,CY,1999,DT,0.6260869565217392,0.2692307692307692,0.58984375
853,CY,1999,LDA,0.6260869565217392,0.2692307692307692,0.58984375
858,CY,1999,LDA,0.6260869565217392,0.2692307692307692,0.58984375
851,CY,1999,LR,0.6260869565217392,0.2692307692307692,0.58984375
856,CY,1999,LR,0.6260869565217392,0.2692307692307692,0.58984375
850,CY,1999,LR - Youden's J,0.7810650887573964,0.6436781609195402,0.58984375
855,CY,1999,LR - Youden's J,0.7810650887573964,0.6436781609195402,0.58984375
854,CY,1999,NB,0.6260869565217392,0.2692307692307692,0.33203125
859,CY,1999,NB,0.6260869565217392,0.2692307692307692,0.33203125
862,CY,2000,DT,0.6153846153846154,0.6818181818181818,0.6205673758865248
867,CY,2000,DT,0.6153846153846154,0.6818181818181818,0.6205673758865248
863,CY,2000,LDA,0.5846153846153846,0.7272727272727273,0.5957446808510638
868,CY,2000,LDA,0.5846153846153846,0.7272727272727273,0.5957446808510638
861,CY,2000,LR,0.5846153846153846,0.7272727272727273,0.5957446808510638
866,CY,2000,LR,0.5846153846153846,0.7272727272727273,0.5957446808510638
860,CY,2000,LR - Youden's J,0.6910112359550562,0.6634615384615384,0.5957446808510638
865,CY,2000,LR - Youden's J,0.6910112359550562,0.6634615384615384,0.5957446808510638
864,CY,2000,NB,0.5846153846153846,0.7272727272727273,0.3546099290780142
869,CY,2000,NB,0.5846153846153846,0.7272727272727273,0.3546099290780142
872,CY,2001,DT,0.4048582995951417,0.40625,0.4050179211469534
877,CY,2001,DT,0.4048582995951417,0.40625,0.4050179211469534
873,CY,2001,LDA,0.3603238866396761,0.8125,0.4121863799283154
878,CY,2001,LDA,0.3603238866396761,0.8125,0.4121863799283154
871,CY,2001,LR,0.42105263157894735,0.75,0.45878136200716846
876,CY,2001,LR,0.42105263157894735,0.75,0.45878136200716846
870,CY,2001,LR - Youden's J,0.6181818181818182,0.9122807017543859,0.45878136200716846
875,CY,2001,LR - Youden's J,0.6181818181818182,0.9122807017543859,0.45878136200716846
874,CY,2001,NB,0.3603238866396761,0.8125,0.4121863799283154
879,CY,2001,NB,0.3603238866396761,0.8125,0.4121863799283154
882,CY,2002,DT,0.5346938775510204,0.29411764705882354,0.5190839694656488
887,CY,2002,DT,0.5346938775510204,0.29411764705882354,0.5190839694656488
883,CY,2002,LDA,0.5346938775510204,0.29411764705882354,0.5190839694656488
888,CY,2002,LDA,0.5346938775510204,0.29411764705882354,0.5190839694656488
881,CY,2002,LR,0.5346938775510204,0.29411764705882354,0.5190839694656488
886,CY,2002,LR,0.5346938775510204,0.29411764705882354,0.5190839694656488
880,CY,2002,LR - Youden's J,0.7055214723926381,0.7171717171717171,0.5190839694656488
885,CY,2002,LR - Youden's J,0.7055214723926381,0.7171717171717171,0.5190839694656488
884,CY,2002,NB,0.5346938775510204,0.29411764705882354,0.33969465648854963
889,CY,2002,NB,0.5346938775510204,0.29411764705882354,0.33969465648854963
892,CY,2003,DT,0.8163265306122449,0.2647058823529412,0.7491039426523297
897,CY,2003,DT,0.8163265306122449,0.2647058823529412,0.7491039426523297
893,CY,2003,LDA,0.8040816326530612,0.11764705882352941,0.7204301075268817
898,CY,2003,LDA,0.8040816326530612,0.11764705882352941,0.7204301075268817
891,CY,2003,LR,1.0,0.0,0.8781362007168458
896,CY,2003,LR,1.0,0.0,0.8781362007168458
890,CY,2003,LR - Youden's J,1.0,0.0,0.8781362007168458
895,CY,2003,LR - Youden's J,1.0,0.0,0.8781362007168458
894,CY,2003,NB,0.8040816326530612,0.11764705882352941,0.35125448028673834
899,CY,2003,NB,0.8040816326530612,0.11764705882352941,0.35125448028673834
902,CY,2004,DT,0.8545454545454545,0.16666666666666666,0.7442748091603053
907,CY,2004,DT,0.8545454545454545,0.16666666666666666,0.7442748091603053
903,CY,2004,LDA,1.0,0.0,0.8396946564885496
908,CY,2004,LDA,1.0,0.0,0.8396946564885496
901,CY,2004,LR,1.0,0.0,0.8396946564885496
906,CY,2004,LR,1.0,0.0,0.8396946564885496
900,CY,2004,LR - Youden's J,1.0,0.0,0.8396946564885496
905,CY,2004,LR - Youden's J,1.0,0.0,0.8396946564885496
904,CY,2004,NB,1.0,0.0,0.44274809160305345
909,CY,2004,NB,1.0,0.0,0.44274809160305345
912,CY,2005,DT,0.6731601731601732,0.3013698630136986,0.6224299065420561
917,CY,2005,DT,0.6731601731601732,0.3013698630136986,0.6224299065420561
913,CY,2005,LDA,0.7326839826839827,0.2328767123287671,0.6644859813084112
918,CY,2005,LDA,0.7326839826839827,0.2328767123287671,0.6644859813084112
911,CY,2005,LR,0.7326839826839827,0.2328767123287671,0.6644859813084112
916,CY,2005,LR,0.7326839826839827,0.2328767123287671,0.6644859813084112
910,CY,2005,LR - Youden's J,0.8402877697841726,0.4533333333333333,0.6644859813084112
915,CY,2005,LR - Youden's J,0.8402877697841726,0.4533333333333333,0.6644859813084112
914,CY,2005,NB,0.7326839826839827,0.2328767123287671,0.394392523364486
919,CY,2005,NB,0.7326839826839827,0.2328767123287671,0.394392523364486
922,CY,2006,DT,0.5349887133182845,0.35294117647058826,0.5081809432146295
927,CY,2006,DT,0.5349887133182845,0.35294117647058826,0.5081809432146295
923,CY,2006,LDA,0.5349887133182845,0.35294117647058826,0.5081809432146295
928,CY,2006,LDA,0.5349887133182845,0.35294117647058826,0.5081809432146295
921,CY,2006,LR,0.6772009029345373,0.20261437908496732,0.6073147256977863
926,CY,2006,LR,0.6772009029345373,0.20261437908496732,0.6073147256977863
920,CY,2006,LR - Youden's J,0.8067484662576687,0.4935400516795866,0.6073147256977863
925,CY,2006,LR - Youden's J,0.8067484662576687,0.4935400516795866,0.6073147256977863
924,CY,2006,NB,0.5349887133182845,0.35294117647058826,0.3695861405197305
929,CY,2006,NB,0.5349887133182845,0.35294117647058826,0.3695861405197305
932,CY,2007,DT,0.6261216350947159,0.31851851851851853,0.5896309314586995
937,CY,2007,DT,0.6261216350947159,0.31851851851851853,0.5896309314586995
933,CY,2007,LDA,0.6650049850448654,0.26666666666666666,0.6177504393673111
938,CY,2007,LDA,0.6650049850448654,0.26666666666666666,0.6177504393673111
931,CY,2007,LR,0.6650049850448654,0.26666666666666666,0.6177504393673111
936,CY,2007,LR,0.6650049850448654,0.26666666666666666,0.6177504393673111
930,CY,2007,LR - Youden's J,0.7934336525307798,0.542997542997543,0.6177504393673111
935,CY,2007,LR - Youden's J,0.7934336525307798,0.542997542997543,0.6177504393673111
934,CY,2007,NB,0.6650049850448654,0.26666666666666666,0.35500878734622143
939,CY,2007,NB,0.6650049850448654,0.26666666666666666,0.35500878734622143
942,CY,2008,DT,0.49104618284637136,0.4315068493150685,0.48384424192212094
947,CY,2008,DT,0.49104618284637136,0.4315068493150685,0.48384424192212094
943,CY,2008,LDA,0.49104618284637136,0.4315068493150685,0.48384424192212094
948,CY,2008,LDA,0.49104618284637136,0.4315068493150685,0.48384424192212094
941,CY,2008,LR,0.7012252591894439,0.3356164383561644,0.6570008285004143
946,CY,2008,LR,0.7012252591894439,0.3356164383561644,0.6570008285004143
940,CY,2008,LR - Youden's J,0.806615776081425,0.5083135391923991,0.6570008285004143
945,CY,2008,LR - Youden's J,0.806615776081425,0.5083135391923991,0.6570008285004143
944,CY,2008,NB,0.49104618284637136,0.4315068493150685,0.39270919635459817
949,CY,2008,NB,0.49104618284637136,0.4315068493150685,0.39270919635459817
952,CY,2009,DT,0.6521308225966304,0.2702702702702703,0.6032843560933449
957,CY,2009,DT,0.6521308225966304,0.2702702702702703,0.6032843560933449
953,CY,2009,LDA,0.66798810703667,0.2635135135135135,0.6162489196197062
958,CY,2009,LDA,0.66798810703667,0.2635135135135135,0.6162489196197062
951,CY,2009,LR,0.66798810703667,0.2635135135135135,0.6162489196197062
956,CY,2009,LR,0.66798810703667,0.2635135135135135,0.6162489196197062
950,CY,2009,LR - Youden's J,0.7722007722007722,0.5184210526315789,0.6162489196197062
955,CY,2009,LR - Youden's J,0.7722007722007722,0.5184210526315789,0.6162489196197062
954,CY,2009,NB,0.66798810703667,0.2635135135135135,0.37337942955920483
959,CY,2009,NB,0.66798810703667,0.2635135135135135,0.37337942955920483
962,CY,2010,DT,0.4578313253012048,0.3089887640449438,0.4380597014925373
967,CY,2010,DT,0.4578313253012048,0.3089887640449438,0.4380597014925373
963,CY,2010,LDA,0.4578313253012048,0.3089887640449438,0.4380597014925373
968,CY,2010,LDA,0.4578313253012048,0.3089887640449438,0.4380597014925373
961,CY,2010,LR,0.4578313253012048,0.3089887640449438,0.4380597014925373
966,CY,2010,LR,0.4578313253012048,0.3089887640449438,0.4380597014925373
960,CY,2010,LR - Youden's J,0.6428571428571429,0.77,0.4380597014925373
965,CY,2010,LR - Youden's J,0.6428571428571429,0.77,0.4380597014925373
964,CY,2010,NB,0.4578313253012048,0.3089887640449438,0.382089552238806
969,CY,2010,NB,0.4578313253012048,0.3089887640449438,0.382089552238806
972,CY,2011,DT,0.6426618049225159,0.30057803468208094,0.5960629921259842
977,CY,2011,DT,0.6426618049225159,0.30057803468208094,0.5960629921259842
973,CY,2011,LDA,0.6426618049225159,0.30057803468208094,0.5960629921259842
978,CY,2011,LDA,0.6426618049225159,0.30057803468208094,0.5960629921259842
971,CY,2011,LR,0.6426618049225159,0.30057803468208094,0.5960629921259842
976,CY,2011,LR,0.6426618049225159,0.30057803468208094,0.5960629921259842
970,CY,2011,LR - Youden's J,0.7597087378640777,0.5515695067264574,0.5960629921259842
975,CY,2011,LR - Youden's J,0.7597087378640777,0.5515695067264574,0.5960629921259842
974,CY,2011,NB,0.6426618049225159,0.30057803468208094,0.38976377952755903
979,CY,2011,NB,0.6426618049225159,0.30057803468208094,0.38976377952755903
982,CY,2012,DT,0.6214219759926131,0.5194174757281553,0.6051202482544609
987,CY,2012,DT,0.6214219759926131,0.5194174757281553,0.6051202482544609
983,CY,2012,LDA,0.5844875346260388,0.5436893203883495,0.5779674166020171
988,CY,2012,LDA,0.5844875346260388,0.5436893203883495,0.5779674166020171
981,CY,2012,LR,0.6371191135734072,0.27184466019417475,0.5787432117920869
986,CY,2012,LR,0.6371191135734072,0.27184466019417475,0.5787432117920869
980,CY,2012,LR - Youden's J,0.7607142857142857,0.5523385300668151,0.5787432117920869
985,CY,2012,LR - Youden's J,0.7607142857142857,0.5523385300668151,0.5787432117920869
984,CY,2012,NB,0.5844875346260388,0.5436893203883495,0.3995345228859581
989,CY,2012,NB,0.5844875346260388,0.5436893203883495,0.3995345228859581
992,CY,2013,DT,0.6044071353620147,0.3446601941747573,0.5582398619499569
997,CY,2013,DT,0.6044071353620147,0.3446601941747573,0.5582398619499569
993,CY,2013,LDA,0.646379853095488,0.32038834951456313,0.5884383088869716
998,CY,2013,LDA,0.646379853095488,0.32038834951456313,0.5884383088869716
991,CY,2013,LR,0.646379853095488,0.32038834951456313,0.5884383088869716
996,CY,2013,LR,0.646379853095488,0.32038834951456313,0.5884383088869716
990,CY,2013,LR - Youden's J,0.7632275132275133,0.5558312655086849,0.5884383088869716
995,CY,2013,LR - Youden's J,0.7632275132275133,0.5558312655086849,0.5884383088869716
994,CY,2013,NB,0.646379853095488,0.32038834951456313,0.4072476272648835
999,CY,2013,NB,0.646379853095488,0.32038834951456313,0.4072476272648835
1002,CY,2014,DT,0.4983127109111361,0.4097560975609756,0.48171846435100546
1007,CY,2014,DT,0.4983127109111361,0.4097560975609756,0.48171846435100546
1003,CY,2014,LDA,0.6276715410573678,0.3073170731707317,0.5676416819012797
1008,CY,2014,LDA,0.6276715410573678,0.3073170731707317,0.5676416819012797
1001,CY,2014,LR,0.6276715410573678,0.3073170731707317,0.5676416819012797
1006,CY,2014,LR,0.6276715410573678,0.3073170731707317,0.5676416819012797
1000,CY,2014,LR - Youden's J,0.7562326869806094,0.5860215053763441,0.5676416819012797
1005,CY,2014,LR - Youden's J,0.7562326869806094,0.5860215053763441,0.5676416819012797
1004,CY,2014,NB,0.6276715410573678,0.3073170731707317,0.3912248628884826
1009,CY,2014,NB,0.6276715410573678,0.3073170731707317,0.3912248628884826
1012,CY,2015,DT,0.7935267857142857,0.1752136752136752,0.6654867256637168
1017,CY,2015,DT,0.7935267857142857,0.1752136752136752,0.6654867256637168
1013,CY,2015,LDA,0.7935267857142857,0.1752136752136752,0.6654867256637168
1018,CY,2015,LDA,0.7935267857142857,0.1752136752136752,0.6654867256637168
1011,CY,2015,LR,0.7935267857142857,0.1752136752136752,0.6654867256637168
1016,CY,2015,LR,0.7935267857142857,0.1752136752136752,0.6654867256637168
1010,CY,2015,LR - Youden's J,0.8626943005181347,0.33519553072625696,0.6654867256637168
1015,CY,2015,LR - Youden's J,0.8626943005181347,0.33519553072625696,0.6654867256637168
1014,CY,2015,NB,0.7935267857142857,0.1752136752136752,0.4194690265486726
1019,CY,2015,NB,0.7935267857142857,0.1752136752136752,0.4194690265486726
1022,CY,2016,DT,0.8383641674780915,0.12844036697247707,0.7140562248995984
1027,CY,2016,DT,0.8383641674780915,0.12844036697247707,0.7140562248995984
1023,CY,2016,LDA,0.8383641674780915,0.12844036697247707,0.7140562248995984
1028,CY,2016,LDA,0.8383641674780915,0.12844036697247707,0.7140562248995984
1021,CY,2016,LR,0.8383641674780915,0.12844036697247707,0.7140562248995984
1026,CY,2016,LR,0.8383641674780915,0.12844036697247707,0.7140562248995984
1020,CY,2016,LR - Youden's J,0.8927765237020316,0.2757660167130919,0.7140562248995984
1025,CY,2016,LR - Youden's J,0.8927765237020316,0.2757660167130919,0.7140562248995984
1024,CY,2016,NB,0.8383641674780915,0.12844036697247707,0.42570281124497994
1029,CY,2016,NB,0.8383641674780915,0.12844036697247707,0.42570281124497994
1032,CY,2017,DT,0.8664688427299704,0.1218274111675127,0.7450331125827815
1037,CY,2017,DT,0.8664688427299704,0.1218274111675127,0.7450331125827815
1033,CY,2017,LDA,0.6874381800197824,0.23857868020304568,0.6142384105960265
1038,CY,2017,LDA,0.6874381800197824,0.23857868020304568,0.6142384105960265
1031,CY,2017,LR,0.6874381800197824,0.23857868020304568,0.6142384105960265
1036,CY,2017,LR,0.6874381800197824,0.23857868020304568,0.6142384105960265
1030,CY,2017,LR - Youden's J,0.7973137973137974,0.506426735218509,0.6142384105960265
1035,CY,2017,LR - Youden's J,0.7973137973137974,0.506426735218509,0.6142384105960265
1034,CY,2017,NB,0.6874381800197824,0.23857868020304568,0.36837748344370863
1039,CY,2017,NB,0.6874381800197824,0.23857868020304568,0.36837748344370863
1042,CY,2018,DT,0.7784256559766763,0.14285714285714285,0.6798029556650246
1047,CY,2018,DT,0.7784256559766763,0.14285714285714285,0.6798029556650246
1043,CY,2018,LDA,0.8231292517006803,0.14285714285714285,0.7175697865353038
1048,CY,2018,LDA,0.8231292517006803,0.14285714285714285,0.7175697865353038
1041,CY,2018,LR,0.8231292517006803,0.14285714285714285,0.7175697865353038
1046,CY,2018,LR,0.8231292517006803,0.14285714285714285,0.7175697865353038
1040,CY,2018,LR - Youden's J,0.8708133971291866,0.2643979057591623,0.7175697865353038
1045,CY,2018,LR - Youden's J,0.8708133971291866,0.2643979057591623,0.7175697865353038
1044,CY,2018,NB,0.8231292517006803,0.14285714285714285,0.3957307060755337
1049,CY,2018,NB,0.8231292517006803,0.14285714285714285,0.3957307060755337
1052,CY,2019,DT,0.5892494929006086,0.3370165745856354,0.5501285347043702
1057,CY,2019,DT,0.5892494929006086,0.3370165745856354,0.5501285347043702
1053,CY,2019,LDA,0.5892494929006086,0.3370165745856354,0.5501285347043702
1058,CY,2019,LDA,0.5892494929006086,0.3370165745856354,0.5501285347043702
1051,CY,2019,LR,0.5892494929006086,0.3370165745856354,0.5501285347043702
1056,CY,2019,LR,0.5892494929006086,0.3370165745856354,0.5501285347043702
1050,CY,2019,LR - Youden's J,0.7223650385604113,0.6426735218508998,0.5501285347043702
1055,CY,2019,LR - Youden's J,0.7223650385604113,0.6426735218508998,0.5501285347043702
1054,CY,2019,NB,0.5892494929006086,0.3370165745856354,0.3838903170522708
1059,CY,2019,NB,0.5892494929006086,0.3370165745856354,0.3838903170522708
1062,CZ,1998,DT,0.6978702327885091,0.19402985074626866,0.6816874400767018
1067,CZ,1998,DT,0.6978702327885091,0.19402985074626866,0.6816874400767018
1063,CZ,1998,LDA,0.6790490341753344,0.23880597014925373,0.664908916586769
1068,CZ,1998,LDA,0.6790490341753344,0.23880597014925373,0.664908916586769
1061,CZ,1998,LR,0.6790490341753344,0.23880597014925373,0.664908916586769
1066,CZ,1998,LR,0.6790490341753344,0.23880597014925373,0.664908916586769
1060,CZ,1998,LR - Youden's J,0.7842069434989789,0.5623987034035657,0.664908916586769
1065,CZ,1998,LR - Youden's J,0.7842069434989789,0.5623987034035657,0.664908916586769
1064,CZ,1998,NB,0.6790490341753344,0.23880597014925373,0.387823585810163
1069,CZ,1998,NB,0.6790490341753344,0.23880597014925373,0.387823585810163
1072,CZ,1999,DT,0.7279529663281668,0.2,0.7063044592516659
1077,CZ,1999,DT,0.7279529663281668,0.2,0.7063044592516659
1073,CZ,1999,LDA,0.6980224478888295,0.275,0.6806765761148129
1078,CZ,1999,LDA,0.6980224478888295,0.275,0.6806765761148129
1071,CZ,1999,LR,0.6980224478888295,0.275,0.6806765761148129
1076,CZ,1999,LR,0.6980224478888295,0.275,0.6806765761148129
1070,CZ,1999,LR - Youden's J,0.7918454935622318,0.5352622061482821,0.6806765761148129
1075,CZ,1999,LR - Youden's J,0.7918454935622318,0.5352622061482821,0.6806765761148129
1074,CZ,1999,NB,0.6980224478888295,0.275,0.40953357252690925
1079,CZ,1999,NB,0.6980224478888295,0.275,0.40953357252690925
1082,CZ,2000,DT,0.7292239955971381,0.16981132075471697,0.6983879355174207
1087,CZ,2000,DT,0.7292239955971381,0.16981132075471697,0.6983879355174207
1083,CZ,2000,LDA,0.7292239955971381,0.16981132075471697,0.6983879355174207
1088,CZ,2000,LDA,0.7292239955971381,0.16981132075471697,0.6983879355174207
1081,CZ,2000,LR,0.7292239955971381,0.16981132075471697,0.6983879355174207
1086,CZ,2000,LR,0.7292239955971381,0.16981132075471697,0.6983879355174207
1080,CZ,2000,LR - Youden's J,0.8202005730659025,0.49146110056925996,0.6983879355174207
1085,CZ,2000,LR - Youden's J,0.8202005730659025,0.49146110056925996,0.6983879355174207
1084,CZ,2000,NB,0.7292239955971381,0.16981132075471697,0.41133645345813835
1089,CZ,2000,NB,0.7292239955971381,0.16981132075471697,0.41133645345813835
1092,CZ,2001,DT,0.6894649751792609,0.3619047619047619,0.6715328467153284
1097,CZ,2001,DT,0.6894649751792609,0.3619047619047619,0.6715328467153284
1093,CZ,2001,LDA,0.468284611141754,0.6190476190476191,0.4765380604796663
1098,CZ,2001,LDA,0.468284611141754,0.6190476190476191,0.4765380604796663
1091,CZ,2001,LR,0.6894649751792609,0.3619047619047619,0.6715328467153284
1096,CZ,2001,LR,0.6894649751792609,0.3619047619047619,0.6715328467153284
1090,CZ,2001,LR - Youden's J,0.7924242424242425,0.5468227424749164,0.6715328467153284
1095,CZ,2001,LR - Youden's J,0.7924242424242425,0.5468227424749164,0.6715328467153284
1094,CZ,2001,NB,0.468284611141754,0.6190476190476191,0.40823774765380605
1099,CZ,2001,NB,0.468284611141754,0.6190476190476191,0.40823774765380605
1102,CZ,2002,DT,0.6886297376093294,0.3431372549019608,0.6692350027517887
1107,CZ,2002,DT,0.6886297376093294,0.3431372549019608,0.6692350027517887
1103,CZ,2002,LDA,0.6886297376093294,0.3431372549019608,0.6692350027517887
1108,CZ,2002,LDA,0.6886297376093294,0.3431372549019608,0.6692350027517887
1101,CZ,2002,LR,0.9183673469387755,0.09803921568627451,0.872317006053935
1106,CZ,2002,LR,0.9183673469387755,0.09803921568627451,0.872317006053935
1100,CZ,2002,LR - Youden's J,0.9478527607361963,0.15984405458089668,0.872317006053935
1105,CZ,2002,LR - Youden's J,0.9478527607361963,0.15984405458089668,0.872317006053935
1104,CZ,2002,NB,0.6886297376093294,0.3431372549019608,0.4155200880572372
1109,CZ,2002,NB,0.6886297376093294,0.3431372549019608,0.4155200880572372
1112,CZ,2003,DT,0.7035175879396985,0.27,0.6778959810874704
1117,CZ,2003,DT,0.7035175879396985,0.27,0.6778959810874704
1113,CZ,2003,LDA,0.6520100502512562,0.29,0.6306146572104019
1118,CZ,2003,LDA,0.6520100502512562,0.29,0.6306146572104019
1111,CZ,2003,LR,0.7160804020100503,0.22,0.6867612293144209
1116,CZ,2003,LR,0.7160804020100503,0.22,0.6867612293144209
1110,CZ,2003,LR - Youden's J,0.8140916808149405,0.4961089494163424,0.6867612293144209
1115,CZ,2003,LR - Youden's J,0.8140916808149405,0.4961089494163424,0.6867612293144209
1114,CZ,2003,NB,0.6520100502512562,0.29,0.4013002364066194
1119,CZ,2003,NB,0.6520100502512562,0.29,0.4013002364066194
1122,CZ,2004,DT,0.627640313820157,0.29133858267716534,0.6036995515695067
1127,CZ,2004,DT,0.627640313820157,0.29133858267716534,0.6036995515695067
1123,CZ,2004,LDA,0.6101388050694025,0.31496062992125984,0.5891255605381166
1128,CZ,2004,LDA,0.6101388050694025,0.31496062992125984,0.5891255605381166
1121,CZ,2004,LR,0.6650573325286663,0.2677165354330709,0.6367713004484304
1126,CZ,2004,LR,0.6650573325286663,0.2677165354330709,0.6367713004484304
1120,CZ,2004,LR - Youden's J,0.7843302443133952,0.5577889447236181,0.6367713004484304
1125,CZ,2004,LR - Youden's J,0.7843302443133952,0.5577889447236181,0.6367713004484304
1124,CZ,2004,NB,0.6101388050694025,0.31496062992125984,0.3789237668161435
1129,CZ,2004,NB,0.6101388050694025,0.31496062992125984,0.3789237668161435
1132,CZ,2005,DT,0.6611757594075865,0.297029702970297,0.6402221905711437
1137,CZ,2005,DT,0.6611757594075865,0.297029702970297,0.6402221905711437
1133,CZ,2005,LDA,0.6611757594075865,0.297029702970297,0.6402221905711437
1138,CZ,2005,LDA,0.6611757594075865,0.297029702970297,0.6402221905711437
1131,CZ,2005,LR,0.6611757594075865,0.297029702970297,0.6402221905711437
1136,CZ,2005,LR,0.6611757594075865,0.297029702970297,0.6402221905711437
1130,CZ,2005,LR - Youden's J,0.7824443511129777,0.5869853917662683,0.6402221905711437
1135,CZ,2005,LR - Youden's J,0.7824443511129777,0.5869853917662683,0.6402221905711437
1134,CZ,2005,NB,0.6611757594075865,0.297029702970297,0.3899729383278735
1139,CZ,2005,NB,0.6611757594075865,0.297029702970297,0.3899729383278735
1142,CZ,2006,DT,0.6256172377674697,0.37117903930131,0.6092984175885731
1147,CZ,2006,DT,0.6256172377674697,0.37117903930131,0.6092984175885731
1143,CZ,2006,LDA,0.6256172377674697,0.37117903930131,0.6092984175885731
1148,CZ,2006,LDA,0.6256172377674697,0.37117903930131,0.6092984175885731
1141,CZ,2006,LR,0.6685620230435433,0.3034934497816594,0.6451477384119871
1146,CZ,2006,LR,0.6685620230435433,0.3034934497816594,0.6451477384119871
1140,CZ,2006,LR - Youden's J,0.7722956234516928,0.5446234218545929,0.6451477384119871
1145,CZ,2006,LR - Youden's J,0.7722956234516928,0.5446234218545929,0.6451477384119871
1144,CZ,2006,NB,0.6256172377674697,0.37117903930131,0.37753815992157963
1149,CZ,2006,NB,0.6256172377674697,0.37117903930131,0.37753815992157963
1152,CZ,2007,DT,0.5995850622406639,0.3389423076923077,0.5844500279173646
1157,CZ,2007,DT,0.5995850622406639,0.3389423076923077,0.5844500279173646
1153,CZ,2007,LDA,0.6449318316538234,0.2956730769230769,0.6246510329424902
1158,CZ,2007,LDA,0.6449318316538234,0.2956730769230769,0.6246510329424902
1151,CZ,2007,LR,0.6570835803200948,0.2668269230769231,0.6344221105527639
1156,CZ,2007,LR,0.6570835803200948,0.2668269230769231,0.6344221105527639
1150,CZ,2007,LR - Youden's J,0.7656636438582028,0.5570934256055363,0.6344221105527639
1155,CZ,2007,LR - Youden's J,0.7656636438582028,0.5570934256055363,0.6344221105527639
1154,CZ,2007,NB,0.6449318316538234,0.2956730769230769,0.3637632607481854
1159,CZ,2007,NB,0.6449318316538234,0.2956730769230769,0.3637632607481854
1162,CZ,2008,DT,0.6034003091190108,0.3598901098901099,0.5904302019315188
1167,CZ,2008,DT,0.6034003091190108,0.3598901098901099,0.5904302019315188
1163,CZ,2008,LDA,0.6168469860896445,0.3269230769230769,0.6014047410008779
1168,CZ,2008,LDA,0.6168469860896445,0.3269230769230769,0.6014047410008779
1161,CZ,2008,LR,0.6168469860896445,0.3269230769230769,0.6014047410008779
1166,CZ,2008,LR,0.6168469860896445,0.3269230769230769,0.6014047410008779
1160,CZ,2008,LR - Youden's J,0.742446968073709,0.6442085832948777,0.6014047410008779
1165,CZ,2008,LR - Youden's J,0.742446968073709,0.6442085832948777,0.6014047410008779
1164,CZ,2008,NB,0.6168469860896445,0.3269230769230769,0.3716710564822944
1169,CZ,2008,NB,0.6168469860896445,0.3269230769230769,0.3716710564822944
1172,CZ,2009,DT,0.89836867862969,0.12535612535612536,0.8565036259836445
1177,CZ,2009,DT,0.89836867862969,0.12535612535612536,0.8565036259836445
1173,CZ,2009,LDA,0.8862969004893965,0.150997150997151,0.8464743095201358
1178,CZ,2009,LDA,0.8862969004893965,0.150997150997151,0.8464743095201358
