,country,year,recall_LR_TN,recall_LR_TP,accuracy_LR,recall_DT_TN,recall_DT_TP,accuracy_DT,recall_LDA_TN,recall_LDA_TP,accuracy_LDA,recall_NB_TN,recall_NB_TP,accuracy_NB
28,BE,2004,0.8611111111111112,0.1111111111111111,0.7777777777777778,0.8611111111111112,0.1111111111111111,0.7777777777777778,0.7638888888888888,0.2222222222222222,0.7037037037037037,0.3611111111111111,0.6666666666666666,0.3950617283950617
29,BE,2005,0.6986754966887417,0.375,0.6823899371069182,0.6986754966887417,0.375,0.6823899371069182,0.6986754966887417,0.375,0.6823899371069182,0.30132450331125826,0.8125,0.3270440251572327
30,BE,2006,0.717607973421927,0.52,0.7024539877300614,0.717607973421927,0.52,0.7024539877300614,0.717607973421927,0.52,0.7024539877300614,0.28903654485049834,0.8,0.3282208588957055
31,BE,2007,1.0,0.0,0.9475218658892128,0.6676923076923077,0.4444444444444444,0.6559766763848397,0.8984615384615384,0.2222222222222222,0.8629737609329446,0.35384615384615387,0.7777777777777778,0.3760932944606414
32,BE,2008,0.5851063829787234,0.5714285714285714,0.5838709677419355,0.7269503546099291,0.42857142857142855,0.7,0.5851063829787234,0.5714285714285714,0.5838709677419355,0.30851063829787234,0.8214285714285714,0.3548387096774194
33,BE,2009,0.8786885245901639,0.23076923076923078,0.8277945619335347,0.7344262295081967,0.5,0.716012084592145,0.8786885245901639,0.23076923076923078,0.8277945619335347,0.3737704918032787,0.8076923076923077,0.4078549848942598
34,BE,2010,1.0,0.0,0.9345794392523364,0.8066666666666666,0.19047619047619047,0.7663551401869159,1.0,0.0,0.9345794392523364,0.36333333333333334,0.6666666666666666,0.38317757009345793
35,BE,2011,0.758364312267658,0.0,0.7311827956989247,0.758364312267658,0.0,0.7311827956989247,0.758364312267658,0.0,0.7311827956989247,0.3159851301115242,0.7,0.32974910394265233
36,BE,2012,0.6122448979591837,0.35714285714285715,0.5984555984555985,0.6122448979591837,0.35714285714285715,0.5984555984555985,0.5510204081632653,0.42857142857142855,0.5444015444015444,0.3795918367346939,0.7857142857142857,0.4015444015444015
37,BE,2013,0.8616600790513834,0.16666666666666666,0.8154981549815498,0.8616600790513834,0.16666666666666666,0.8154981549815498,0.6798418972332015,0.3333333333333333,0.6568265682656826,0.3241106719367589,0.7777777777777778,0.35424354243542433
38,BE,2014,0.9157509157509157,0.0,0.8680555555555556,0.9633699633699634,0.06666666666666667,0.9166666666666666,0.9157509157509157,0.0,0.8680555555555556,0.3992673992673993,0.8,0.4201388888888889
39,BE,2015,0.6614785992217899,0.7,0.6642599277978339,0.642023346303502,0.35,0.6209386281588448,0.6614785992217899,0.7,0.6642599277978339,0.32684824902723736,0.95,0.37184115523465705
40,BE,2016,0.8452830188679246,0.2,0.8,0.8452830188679246,0.2,0.8,0.7396226415094339,0.3,0.7087719298245614,0.33962264150943394,0.85,0.37543859649122807
41,BE,2017,0.3140495867768595,0.9166666666666666,0.3684210526315789,0.49586776859504134,0.5,0.49624060150375937,0.3140495867768595,0.9166666666666666,0.3684210526315789,0.3140495867768595,0.9166666666666666,0.3684210526315789
42,BE,2018,0.8141592920353983,0.1,0.7560975609756098,0.8141592920353983,0.1,0.7560975609756098,0.6283185840707964,0.3,0.6016260162601627,0.4247787610619469,0.8,0.45528455284552843
43,BE,2019,0.7983193277310925,0.3,0.7596899224806202,0.7983193277310925,0.3,0.7596899224806202,0.6050420168067226,0.4,0.5891472868217055,0.3277310924369748,0.9,0.37209302325581395
44,BG,2001,0.9402985074626866,0.0,0.8936170212765957,0.7686567164179104,0.0,0.7304964539007093,0.9402985074626866,0.0,0.8936170212765957,0.34328358208955223,0.42857142857142855,0.3475177304964539
45,BG,2002,0.8859649122807017,0.2,0.8571428571428571,0.8947368421052632,0.4,0.8739495798319328,0.7456140350877193,0.6,0.7394957983193278,0.42105263157894735,0.6,0.42857142857142855
46,BG,2003,0.5211267605633803,0.7142857142857143,0.5384615384615384,0.6056338028169014,0.7142857142857143,0.6153846153846154,0.3380281690140845,0.7142857142857143,0.3717948717948718,0.3380281690140845,0.7142857142857143,0.3717948717948718
47,BG,2004,1.0,0.0,0.9324324324324325,0.6376811594202898,0.0,0.5945945945945946,0.8260869565217391,0.0,0.7702702702702703,0.36231884057971014,0.8,0.3918918918918919
48,BG,2005,0.9367088607594937,0.2857142857142857,0.8961424332344213,0.6835443037974683,0.42857142857142855,0.6676557863501483,0.6835443037974683,0.42857142857142855,0.6676557863501483,0.3322784810126582,0.6190476190476191,0.35014836795252224
49,BG,2006,1.0,0.0,0.9721362229102167,0.9585987261146497,0.0,0.9318885448916409,1.0,0.0,0.9721362229102167,0.37579617834394907,0.6666666666666666,0.38390092879256965
50,BG,2007,0.9801324503311258,0.07692307692307693,0.9428571428571428,0.9536423841059603,0.07692307692307693,0.9174603174603174,0.9337748344370861,0.15384615384615385,0.9015873015873016,0.40066225165562913,0.5384615384615384,0.40634920634920635
51,BG,2008,0.654320987654321,0.25,0.6352941176470588,0.654320987654321,0.25,0.6352941176470588,0.6419753086419753,0.5,0.6352941176470588,0.4444444444444444,0.5,0.4470588235294118
52,BG,2009,1.0,0.0,0.9896907216494846,0.96875,1.0,0.9690721649484536,1.0,0.0,0.9896907216494846,0.3541666666666667,1.0,0.36082474226804123
53,BG,2010,1.0,0.0,0.9789473684210527,0.8709677419354839,0.0,0.8526315789473684,0.8924731182795699,0.0,0.8736842105263158,0.3763440860215054,0.5,0.37894736842105264
54,BG,2011,0.9583333333333334,0.0,0.9324324324324325,0.7361111111111112,0.0,0.7162162162162162,0.7916666666666666,0.0,0.7702702702702703,0.4027777777777778,0.0,0.3918918918918919
55,BG,2012,1.0,0.0,0.9620253164556962,0.8947368421052632,0.0,0.8607594936708861,0.8947368421052632,0.0,0.8607594936708861,0.5789473684210527,0.3333333333333333,0.569620253164557
56,BG,2013,1.0,0.0,0.9594594594594594,0.7605633802816901,0.0,0.7297297297297297,0.5633802816901409,0.0,0.5405405405405406,0.43661971830985913,0.0,0.4189189189189189
57,BG,2014,1.0,0.0,0.9710144927536232,1.0,0.0,0.9710144927536232,1.0,0.0,0.9710144927536232,0.26865671641791045,1.0,0.2898550724637681
58,BG,2015,0.9090909090909091,0.0,0.8955223880597015,0.9090909090909091,0.0,0.8955223880597015,0.9090909090909091,0.0,0.8955223880597015,0.3484848484848485,1.0,0.3582089552238806
59,BG,2016,1.0,0.0,0.9659090909090909,0.7647058823529411,0.0,0.7386363636363636,0.8941176470588236,0.0,0.8636363636363636,0.3176470588235294,0.6666666666666666,0.32954545454545453
60,BG,2017,0.9342105263157895,0.2222222222222222,0.8588235294117647,0.9342105263157895,0.2222222222222222,0.8588235294117647,0.6973684210526315,0.4444444444444444,0.6705882352941176,0.35526315789473684,0.7777777777777778,0.4
61,BG,2018,1.0,0.0,0.9811320754716981,0.8076923076923077,0.5,0.8018867924528302,0.75,0.5,0.7452830188679245,0.41346153846153844,1.0,0.42452830188679247
62,BG,2019,1.0,0.0,0.9882352941176471,0.7261904761904762,0.0,0.7176470588235294,0.8809523809523809,0.0,0.8705882352941177,0.44047619047619047,1.0,0.4470588235294118
63,CH,1998,0.7090909090909091,0.3333333333333333,0.6896551724137931,0.7090909090909091,0.3333333333333333,0.6896551724137931,0.6727272727272727,0.3333333333333333,0.6551724137931034,0.21818181818181817,0.6666666666666666,0.2413793103448276
64,CH,1999,0.7457627118644068,0.0,0.6666666666666666,0.4915254237288136,0.5714285714285714,0.5,0.4915254237288136,0.5714285714285714,0.5,0.288135593220339,0.7142857142857143,0.3333333333333333
65,CH,2000,0.2647058823529412,0.0,0.2571428571428571,0.23529411764705882,0.5,0.24285714285714285,0.22058823529411764,0.5,0.22857142857142856,0.22058823529411764,0.5,0.22857142857142856
66,CH,2001,0.734375,0.3333333333333333,0.7164179104477612,0.46875,1.0,0.4925373134328358,0.46875,1.0,0.4925373134328358,0.265625,1.0,0.29850746268656714
67,CH,2002,1.0,0.0,0.9477124183006536,0.8827586206896552,0.125,0.8431372549019608,1.0,0.0,0.9477124183006536,0.2827586206896552,0.75,0.30718954248366015
68,CH,2003,1.0,0.0,0.9401709401709402,1.0,0.0,0.9401709401709402,1.0,0.0,0.9401709401709402,0.29545454545454547,0.7857142857142857,0.3247863247863248
69,CH,2004,1.0,0.0,0.9607843137254902,0.8061224489795918,0.125,0.7794117647058824,1.0,0.0,0.9607843137254902,0.27040816326530615,0.75,0.28921568627450983
70,CH,2005,1.0,0.0,0.9239130434782609,0.8823529411764706,0.2857142857142857,0.8369565217391305,0.9176470588235294,0.35714285714285715,0.875,0.27058823529411763,0.9285714285714286,0.32065217391304346
71,CH,2006,0.8734177215189873,0.18181818181818182,0.8284023668639053,0.879746835443038,0.36363636363636365,0.8461538461538461,0.8734177215189873,0.18181818181818182,0.8284023668639053,0.3037974683544304,0.8181818181818182,0.33727810650887574
72,CH,2007,1.0,0.0,0.9375,0.8242424242424242,0.09090909090909091,0.7784090909090909,0.8242424242424242,0.09090909090909091,0.7784090909090909,0.21818181818181817,0.8181818181818182,0.2556818181818182
73,CH,2008,1.0,0.0,0.9622641509433962,1.0,0.0,0.9622641509433962,1.0,0.0,0.9622641509433962,0.38562091503267976,0.5,0.389937106918239
74,CH,2009,1.0,0.0,0.9343434343434344,1.0,0.0,0.9343434343434344,1.0,0.0,0.9343434343434344,0.34594594594594597,0.7692307692307693,0.37373737373737376
75,CH,2010,1.0,0.0,0.9274809160305344,0.823045267489712,0.21052631578947367,0.7786259541984732,0.823045267489712,0.2631578947368421,0.7824427480916031,0.37448559670781895,0.9473684210526315,0.41603053435114506
76,CH,2011,1.0,0.0,0.9543726235741445,1.0,0.0,0.9543726235741445,1.0,0.0,0.9543726235741445,0.33067729083665337,0.75,0.34980988593155893
77,CH,2012,0.9395161290322581,0.1,0.9069767441860465,0.9717741935483871,0.1,0.937984496124031,0.9395161290322581,0.1,0.9069767441860465,0.36693548387096775,0.8,0.38372093023255816
78,CH,2013,1.0,0.0,0.9390681003584229,1.0,0.0,0.9390681003584229,1.0,0.0,0.9390681003584229,0.4198473282442748,0.5882352941176471,0.43010752688172044
79,CH,2014,1.0,0.0,0.9297520661157025,1.0,0.0,0.9297520661157025,1.0,0.0,0.9297520661157025,0.39111111111111113,0.6470588235294118,0.4090909090909091
80,CH,2015,1.0,0.0,0.928030303030303,0.9102040816326531,0.10526315789473684,0.8522727272727273,1.0,0.0,0.928030303030303,0.4122448979591837,0.9473684210526315,0.45075757575757575
81,CH,2016,1.0,0.0,0.9128630705394191,1.0,0.0,0.9128630705394191,1.0,0.0,0.9128630705394191,0.42272727272727273,0.8095238095238095,0.45643153526970953
82,CH,2017,0.8960396039603961,0.0625,0.8348623853211009,1.0,0.0,0.926605504587156,0.8960396039603961,0.0625,0.8348623853211009,0.43564356435643564,0.6875,0.4541284403669725
83,CH,2018,1.0,0.0,0.9513274336283186,0.7906976744186046,0.0,0.7522123893805309,0.7906976744186046,0.0,0.7522123893805309,0.42790697674418604,0.36363636363636365,0.4247787610619469
84,CH,2019,1.0,0.0,0.941908713692946,0.8458149779735683,0.0,0.7966804979253111,0.8458149779735683,0.0,0.7966804979253111,0.4669603524229075,0.42857142857142855,0.46473029045643155
85,CY,1999,1.0,0.0,0.8333333333333334,0.96,0.0,0.8,0.88,0.2,0.7666666666666667,0.28,0.8,0.36666666666666664
86,CY,2000,1.0,0.0,0.8529411764705882,0.9655172413793104,0.0,0.8235294117647058,0.7931034482758621,0.8,0.7941176470588235,0.3103448275862069,1.0,0.4117647058823529
87,CY,2001,0.5263157894736842,0.5,0.5238095238095238,0.5789473684210527,1.0,0.6190476190476191,0.5789473684210527,1.0,0.6190476190476191,0.5263157894736842,0.5,0.5238095238095238
88,CY,2002,1.0,0.0,0.9090909090909091,0.8333333333333334,0.6666666666666666,0.8181818181818182,0.9,0.0,0.8181818181818182,0.36666666666666664,1.0,0.42424242424242425
89,CY,2003,0.75,0.0,0.6428571428571429,0.7083333333333334,0.0,0.6071428571428571,0.7083333333333334,0.0,0.6071428571428571,0.16666666666666666,0.5,0.21428571428571427
90,CY,2004,0.8571428571428571,0.0,0.8,0.8571428571428571,0.0,0.8,0.5357142857142857,0.5,0.5333333333333333,0.32142857142857145,1.0,0.36666666666666664
91,CY,2005,0.7764705882352941,0.2222222222222222,0.6796116504854369,0.5529411764705883,0.4444444444444444,0.5339805825242718,0.611764705882353,0.3333333333333333,0.5631067961165048,0.3058823529411765,0.8333333333333334,0.39805825242718446
92,CY,2006,0.44594594594594594,0.3076923076923077,0.42528735632183906,0.5945945945945946,0.23076923076923078,0.5402298850574713,0.24324324324324326,0.6153846153846154,0.2988505747126437,0.21621621621621623,0.8461538461538461,0.3103448275862069
93,CY,2007,0.6428571428571429,0.21428571428571427,0.5952380952380952,0.7767857142857143,0.07142857142857142,0.6984126984126984,0.6428571428571429,0.21428571428571427,0.5952380952380952,0.20535714285714285,0.8571428571428571,0.2777777777777778
94,CY,2008,0.631578947368421,0.3333333333333333,0.5775862068965517,0.6631578947368421,0.3333333333333333,0.603448275862069,0.631578947368421,0.3333333333333333,0.5775862068965517,0.28421052631578947,0.7142857142857143,0.3620689655172414
95,CY,2009,0.6576576576576577,0.16666666666666666,0.6097560975609756,0.5765765765765766,0.16666666666666666,0.5365853658536586,0.5945945945945946,0.16666666666666666,0.5528455284552846,0.34234234234234234,0.9166666666666666,0.3983739837398374
96,CY,2010,1.0,0.0,0.8372093023255814,1.0,0.0,0.8372093023255814,1.0,0.0,0.8372093023255814,0.24074074074074073,0.7619047619047619,0.32558139534883723
97,CY,2011,0.865979381443299,0.25,0.7787610619469026,0.865979381443299,0.25,0.7787610619469026,0.865979381443299,0.25,0.7787610619469026,0.27835051546391754,0.875,0.36283185840707965
98,CY,2012,0.43859649122807015,0.75,0.47692307692307695,0.2982456140350877,0.8125,0.36153846153846153,0.2982456140350877,0.8125,0.36153846153846153,0.2982456140350877,0.8125,0.36153846153846153
99,CY,2013,0.6904761904761905,0.22580645161290322,0.5652173913043478,0.6190476190476191,0.45161290322580644,0.5739130434782609,0.6666666666666666,0.22580645161290322,0.5478260869565217,0.34523809523809523,0.9032258064516129,0.4956521739130435
100,CY,2014,0.8255813953488372,0.2222222222222222,0.7211538461538461,0.8255813953488372,0.2222222222222222,0.7211538461538461,0.627906976744186,0.2222222222222222,0.5576923076923077,0.3488372093023256,0.4444444444444444,0.36538461538461536
101,CY,2015,0.8899082568807339,0.21052631578947367,0.7890625,0.7339449541284404,0.3157894736842105,0.671875,0.6788990825688074,0.3157894736842105,0.625,0.3302752293577982,0.8947368421052632,0.4140625
102,CY,2016,1.0,0.0,0.8760330578512396,1.0,0.0,0.8760330578512396,1.0,0.0,0.8760330578512396,0.37735849056603776,0.8,0.4297520661157025
103,CY,2017,0.5728155339805825,0.0,0.5086206896551724,0.5728155339805825,0.23076923076923078,0.5344827586206896,0.3106796116504854,0.07692307692307693,0.28448275862068967,0.2621359223300971,0.46153846153846156,0.28448275862068967
104,CY,2018,1.0,0.0,0.8015873015873016,1.0,0.0,0.8015873015873016,0.8415841584158416,0.12,0.6984126984126984,0.297029702970297,0.84,0.40476190476190477
105,CY,2019,1.0,0.0,0.9130434782608695,0.8333333333333334,0.0,0.7608695652173914,0.7380952380952381,0.16666666666666666,0.6884057971014492,0.3253968253968254,0.5833333333333334,0.34782608695652173
106,CZ,1998,0.693069306930693,0.14285714285714285,0.6746411483253588,0.7326732673267327,0.14285714285714285,0.7129186602870813,0.693069306930693,0.14285714285714285,0.6746411483253588,0.4504950495049505,0.42857142857142855,0.44976076555023925
107,CZ,1999,0.7861635220125787,0.3,0.757396449704142,0.710691823899371,0.3,0.6863905325443787,0.7861635220125787,0.3,0.757396449704142,0.4025157232704403,0.8,0.4260355029585799
108,CZ,2000,0.43157894736842106,0.6428571428571429,0.44607843137254904,0.6631578947368421,0.14285714285714285,0.6274509803921569,0.43157894736842106,0.6428571428571429,0.44607843137254904,0.43157894736842106,0.6428571428571429,0.44607843137254904
109,CZ,2001,0.9938271604938271,0.0,0.9252873563218391,0.9259259259259259,0.08333333333333333,0.867816091954023,0.6111111111111112,0.5,0.603448275862069,0.38271604938271603,0.75,0.40804597701149425
110,CZ,2002,0.8741721854304636,0.18181818181818182,0.8271604938271605,0.6225165562913907,0.36363636363636365,0.6049382716049383,0.6225165562913907,0.36363636363636365,0.6049382716049383,0.4105960264900662,0.45454545454545453,0.41358024691358025
111,CZ,2003,0.9936305732484076,0.0,0.9069767441860465,0.9936305732484076,0.0,0.9069767441860465,0.7197452229299363,0.4666666666666667,0.6976744186046512,0.3885350318471338,0.8,0.42441860465116277
112,CZ,2004,0.8424242424242424,0.0625,0.7734806629834254,0.8424242424242424,0.0625,0.7734806629834254,0.5696969696969697,0.125,0.5303867403314917,0.32727272727272727,0.5625,0.34806629834254144
113,CZ,2005,0.8768115942028986,0.2,0.8531468531468531,0.6130434782608696,0.4,0.6055944055944056,0.6130434782608696,0.4,0.6055944055944056,0.36666666666666664,0.68,0.3776223776223776
114,CZ,2006,0.9559659090909091,0.06666666666666667,0.8861256544502618,0.6818181818181818,0.31666666666666665,0.6531413612565445,0.6818181818181818,0.31666666666666665,0.6531413612565445,0.3693181818181818,0.7,0.39528795811518325
115,CZ,2007,0.6227208976157083,0.2826086956521739,0.6021080368906456,0.5722300140252454,0.3695652173913043,0.5599472990777339,0.6227208976157083,0.2826086956521739,0.6021080368906456,0.3267882187938289,0.782608695652174,0.3544137022397892
116,CZ,2008,0.9607843137254902,0.029411764705882353,0.9117647058823529,0.6274509803921569,0.23529411764705882,0.6068111455108359,0.6274509803921569,0.23529411764705882,0.6068111455108359,0.3480392156862745,0.6176470588235294,0.3622291021671827
117,CZ,2009,1.0,0.0,0.9528158295281582,0.9936102236421726,0.03225806451612903,0.9482496194824962,0.939297124600639,0.0,0.8949771689497716,0.3977635782747604,0.6774193548387096,0.410958904109589
118,CZ,2010,0.919732441471572,0.0975609756097561,0.86697965571205,0.9515050167224081,0.04878048780487805,0.8935837245696401,0.9163879598662207,0.0975609756097561,0.863849765258216,0.3595317725752508,0.6341463414634146,0.37715179968701096
119,CZ,2011,0.9,0.3,0.8538461538461538,0.6166666666666667,0.2,0.5846153846153846,0.5916666666666667,0.3,0.5692307692307692,0.3333333333333333,0.8,0.36923076923076925
120,CZ,2012,1.0,0.0,0.9375,0.9523809523809523,0.0,0.8928571428571429,0.9523809523809523,0.0,0.8928571428571429,0.38095238095238093,0.2857142857142857,0.375
121,CZ,2013,1.0,0.0,0.9150943396226415,1.0,0.0,0.9150943396226415,1.0,0.0,0.9150943396226415,0.36082474226804123,0.8888888888888888,0.4056603773584906
122,CZ,2014,0.8673469387755102,0.18181818181818182,0.7981651376146789,0.8673469387755102,0.2727272727272727,0.8073394495412844,0.8673469387755102,0.18181818181818182,0.7981651376146789,0.32653061224489793,0.5454545454545454,0.3486238532110092
123,CZ,2015,0.9213483146067416,0.09090909090909091,0.83,0.5617977528089888,0.6363636363636364,0.57,0.5393258426966292,0.6363636363636364,0.55,0.3595505617977528,0.6363636363636364,0.39
124,CZ,2016,0.8602150537634409,0.0,0.7843137254901961,0.9032258064516129,0.0,0.8235294117647058,0.8602150537634409,0.0,0.7843137254901961,0.3978494623655914,0.6666666666666666,0.4215686274509804
125,CZ,2017,1.0,0.0,0.905511811023622,1.0,0.0,0.905511811023622,1.0,0.0,0.905511811023622,0.33043478260869563,0.9166666666666666,0.3858267716535433
126,CZ,2018,1.0,0.0,0.9663865546218487,1.0,0.0,0.9663865546218487,1.0,0.0,0.9663865546218487,0.46956521739130436,0.5,0.47058823529411764
127,CZ,2019,1.0,0.0,0.9649122807017544,0.9363636363636364,0.0,0.9035087719298246,0.9363636363636364,0.0,0.9035087719298246,0.4090909090909091,0.75,0.42105263157894735
128,DE,1999,1.0,0.0,0.9245667686034659,0.8908489525909592,0.24324324324324326,0.8419979612640163,0.8919514884233738,0.1891891891891892,0.8389398572884812,0.288864388092613,0.8378378378378378,0.3302752293577982
129,DE,2000,0.9099307159353349,0.13333333333333333,0.8480340063761955,0.6593533487297921,0.3333333333333333,0.6333687566418703,0.9099307159353349,0.13333333333333333,0.8480340063761955,0.28983833718244806,0.8266666666666667,0.332624867162593
130,DE,2001,0.7464635473340587,0.3055555555555556,0.7144298688193743,0.661588683351469,0.4305555555555556,0.644803229061554,0.7464635473340587,0.3055555555555556,0.7144298688193743,0.2992383025027203,0.8055555555555556,0.3360242179616549
131,DE,2002,1.0,0.0,0.9226694915254238,1.0,0.0,0.9226694915254238,1.0,0.0,0.9226694915254238,0.3249138920780712,0.7671232876712328,0.3591101694915254
132,DE,2003,1.0,0.0,0.9394273127753304,0.9706916764361079,0.05454545454545454,0.9151982378854625,1.0,0.0,0.9394273127753304,0.3223915592028136,0.8545454545454545,0.35462555066079293
133,DE,2004,1.0,0.0,0.9466666666666667,1.0,0.0,0.9466666666666667,1.0,0.0,0.9466666666666667,0.3568075117370892,0.875,0.3844444444444444
134,DE,2005,1.0,0.0,0.9197349042709867,1.0,0.0,0.9197349042709867,1.0,0.0,0.9197349042709867,0.3522818254603683,0.7614678899082569,0.3851251840942563
135,DE,2006,1.0,0.0,0.8874172185430463,0.9701492537313433,0.058823529411764705,0.8675496688741722,0.9701492537313433,0.058823529411764705,0.8675496688741722,0.31343283582089554,0.8235294117647058,0.3708609271523179
136,DE,2007,1.0,0.0,0.916083916083916,1.0,0.0,0.916083916083916,1.0,0.0,0.916083916083916,0.3816793893129771,0.8333333333333334,0.4195804195804196
137,DE,2008,1.0,0.0,0.9473684210526315,1.0,0.0,0.9473684210526315,1.0,0.0,0.9473684210526315,0.4523809523809524,1.0,0.48120300751879697
138,DE,2009,0.9852941176470589,0.0,0.8933333333333333,0.8014705882352942,0.2857142857142857,0.7533333333333333,0.8014705882352942,0.2857142857142857,0.7533333333333333,0.4411764705882353,0.5714285714285714,0.4533333333333333
